"website","Category","City","Category_Name","Date","Name","Str","PLZ2","Phone","Engine","Dealer","Plz","Cars","Revenue_per_Car","Revenue_Sum","DealerFactor_Cars","Latitude","Avg_CO2_Emission","Sum_CO2_Emission","Longitude","Margin_per_Car","Cars_Raw","Margin"
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","1/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",15,22704,340560,0.88,52.499662,103,1545,13.42247,0.059,17,20093
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","2/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",40,23428,937120,0.88,52.499662,96,3840,13.42247,0.06,46,56227
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","3/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",11,23678,260458,0.88,52.499662,98,1078,13.42247,0.06,13,15627
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","4/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",12,23193,278316,0.88,52.499662,105,1260,13.42247,0.058,14,16142
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","5/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",14,22584,316176,0.88,52.499662,96,1344,13.42247,0.053,16,16757
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","6/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",49,22905,1122345,0.88,52.499662,97,4753,13.42247,0.051,56,57240
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","7/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",14,23864,334096,0.88,52.499662,102,1428,13.42247,0.053,16,17707
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","8/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",14,22903,320642,0.88,52.499662,100,1400,13.42247,0.063,16,20200
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","9/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",17,22903,389351,0.88,52.499662,102,1734,13.42247,0.061,19,23750
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","10/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",18,22764,409752,0.88,52.499662,104,1872,13.42247,0.065,20,26634
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","11/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",45,23695,1066275,0.88,52.499662,100,4500,13.42247,0.063,51,67175
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","12/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",9,22745,204705,0.88,52.499662,98,882,13.42247,0.064,10,13101
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","1/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",11,36761,404371,0.88,52.499662,138,1518,13.42247,0.055,12,22240
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","2/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",15,34903,523545,0.88,52.499662,129,1935,13.42247,0.065,17,34030
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","3/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",13,36350,472550,0.88,52.499662,138,1794,13.42247,0.067,15,31661
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","4/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",11,36613,402743,0.88,52.499662,129,1419,13.42247,0.056,13,22554
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","5/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",25,33105,827625,0.88,52.499662,135,3375,13.42247,0.065,28,53796
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","6/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",17,36753,624801,0.88,52.499662,135,2295,13.42247,0.069,19,43111
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","7/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",22,34938,768636,0.88,52.499662,136,2992,13.42247,0.058,25,44581
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","8/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",15,35493,532395,0.88,52.499662,140,2100,13.42247,0.068,17,36203
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","9/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",20,36821,736420,0.88,52.499662,141,2820,13.42247,0.07,23,51549
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","10/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",26,36807,956982,0.88,52.499662,126,3276,13.42247,0.063,30,60290
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","11/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",17,34039,578663,0.88,52.499662,128,2176,13.42247,0.061,19,35298
"http://www.amore-automobile.de","Medium","Berlin","2-Medium","12/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",11,34141,375551,0.88,52.499662,131,1441,13.42247,0.058,12,21782
"http://www.amore-automobile.de","Large","Berlin","3-Large","1/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",8,46294,370352,0.88,52.499662,174,1392,13.42247,0.065,9,24073
"http://www.amore-automobile.de","Large","Berlin","3-Large","2/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",9,46476,418284,0.88,52.499662,158,1422,13.42247,0.07,10,29280
"http://www.amore-automobile.de","Large","Berlin","3-Large","3/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",7,47107,329749,0.88,52.499662,171,1197,13.42247,0.075,8,24731
"http://www.amore-automobile.de","Large","Berlin","3-Large","4/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",11,46354,509894,0.88,52.499662,161,1771,13.42247,0.078,13,39772
"http://www.amore-automobile.de","Large","Berlin","3-Large","5/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",8,48977,391816,0.88,52.499662,162,1296,13.42247,0.071,9,27819
"http://www.amore-automobile.de","Large","Berlin","3-Large","6/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",9,46109,414981,0.88,52.499662,155,1395,13.42247,0.075,10,31124
"http://www.amore-automobile.de","Large","Berlin","3-Large","7/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",12,50859,610308,0.88,52.499662,168,2016,13.42247,0.067,14,40891
"http://www.amore-automobile.de","Large","Berlin","3-Large","8/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",4,46666,186664,0.88,52.499662,174,696,13.42247,0.085,5,15866
"http://www.amore-automobile.de","Large","Berlin","3-Large","9/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",9,49691,447219,0.88,52.499662,148,1332,13.42247,0.071,10,31753
"http://www.amore-automobile.de","Large","Berlin","3-Large","10/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",13,48742,633646,0.88,52.499662,145,1885,13.42247,0.092,15,58295
"http://www.amore-automobile.de","Large","Berlin","3-Large","11/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",11,48824,537064,0.88,52.499662,158,1738,13.42247,0.077,12,41354
"http://www.amore-automobile.de","Large","Berlin","3-Large","12/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Combustion","1","10999",6,45911,275466,0.88,52.499662,157,942,13.42247,0.066,7,18181
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","1/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Hybrid","1","10999",2,27162,54324,0.88,52.499662,47,94,13.42247,0.075,2,4075
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","2/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Hybrid","1","10999",1,27094,27094,0.88,52.499662,45,45,13.42247,0.064,1,1747
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","3/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Hybrid","1","10999",2,27366,54732,0.88,52.499662,35,70,13.42247,0.073,2,3968
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","4/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Hybrid","1","10999",4,28476,113904,0.88,52.499662,39,156,13.42247,0.064,4,7285
"http://www.amore-automobile.de","Compact","Berlin","1-Compact","5/1/2019","Amore Automobile Moresco e.K.","Mariannenstraße 9-10","10","+49 30 6167040","Hybrid","1","10999",4,25622,102488,0.88,52.499662,33,132,13.42247,0.069,4,7102
